1988-01-04,256.02
1988-01-05,258.77
1988-01-06,259.03
1988-01-07,261.21
1988-01-08,243.55
1988-01-11,247.67
1988-01-12,245.60
1988-01-13,246.02
1988-01-14,246.09
1988-01-15,252.29
1988-01-18,252.12
1988-01-19,249.57
1988-01-20,242.87
1988-01-21,243.38
1988-01-22,246.75
1988-01-25,252.51
1988-01-26,249.95
1988-01-27,249.76
1988-01-28,253.67
1988-01-29,257.47
1988-02-01,255.51
1988-02-02,256.15
1988-02-03,252.79
1988-02-04,252.97
1988-02-05,251.92
1988-02-08,250.10
1988-02-09,252.77
1988-02-10,257.76
1988-02-11,257.06
1988-02-12,258.87
1988-02-16,261.14
1988-02-17,260.54
1988-02-18,259.23
1988-02-19,262.96
1988-02-22,267.08
1988-02-23,266.48
1988-02-24,265.96
1988-02-25,263.10
1988-02-26,263.99
1988-02-29,269.48
1988-03-01,269.44
1988-03-02,269.75
1988-03-03,269.65
1988-03-04,269.10
1988-03-07,269.22
1988-03-08,271.34
1988-03-09,271.03
1988-03-10,265.78
1988-03-11,266.90
1988-03-14,268.36
1988-03-15,268.13
1988-03-16,270.87
1988-03-17,273.27
1988-03-18,273.18
1988-03-21,270.79
1988-03-22,270.90
1988-03-23,270.98
1988-03-24,265.38
1988-03-25,260.72
1988-03-28,260.28
1988-03-29,262.33
1988-03-30,260.32
1988-03-31,261.15
1988-04-04,258.41
1988-04-05,260.89
1988-04-06,267.94
1988-04-07,268.61
1988-04-08,271.92
1988-04-11,272.68
1988-04-12,273.90
1988-04-13,274.11
1988-04-14,262.21
1988-04-15,262.23
1988-04-18,261.68
1988-04-19,260.39
1988-04-20,258.58
1988-04-21,258.88
1988-04-22,262.64
1988-04-25,265.04
1988-04-26,266.61
1988-04-27,266.52
1988-04-28,265.32
1988-04-29,264.04
1988-05-02,264.33
1988-05-03,265.89
1988-05-04,263.23
1988-05-05,261.84
1988-05-06,260.59
1988-05-09,259.88
1988-05-10,261.01
1988-05-11,256.65
1988-05-12,257.21
1988-05-13,260.20
1988-05-16,262.29
1988-05-17,259.05
1988-05-18,255.02
1988-05-19,256.30
1988-05-20,256.76
1988-05-23,254.58
1988-05-24,257.33
1988-05-25,257.64
1988-05-26,258.53
1988-05-27,257.40
1988-05-31,266.32
1988-06-01,270.95
1988-06-02,269.58
1988-06-03,270.74
1988-06-06,271.41
1988-06-07,269.56
1988-06-08,276.02
1988-06-09,274.78
1988-06-10,275.87
1988-06-13,276.07
1988-06-14,279.01
1988-06-15,279.17
1988-06-16,274.42
1988-06-17,275.36
1988-06-20,273.62
1988-06-21,276.40
1988-06-22,280.46
1988-06-23,279.61
1988-06-24,278.74
1988-06-27,273.97
1988-06-28,277.32
1988-06-29,275.97
1988-06-30,278.54
1988-07-01,276.86
1988-07-05,281.05
1988-07-06,277.19
1988-07-07,276.95
1988-07-08,275.16
1988-07-11,275.73
1988-07-12,272.98
1988-07-13,274.48
1988-07-14,275.47
1988-07-15,277.29
1988-07-18,275.74
1988-07-19,273.68
1988-07-20,275.23
1988-07-21,271.83
1988-07-22,268.61
1988-07-25,269.89
1988-07-26,270.45
1988-07-27,267.76
1988-07-28,271.35
1988-07-29,277.49
1988-08-01,277.76
1988-08-02,277.71
1988-08-03,278.68
1988-08-04,277.81
1988-08-05,277.07
1988-08-08,275.96
1988-08-09,272.57
1988-08-10,267.89
1988-08-11,268.80
1988-08-12,268.60
1988-08-15,264.77
1988-08-16,266.73
1988-08-17,266.95
1988-08-18,267.24
1988-08-19,266.45
1988-08-22,263.18
1988-08-23,263.30
1988-08-24,267.44
1988-08-25,265.46
1988-08-26,266.04
1988-08-29,268.86
1988-08-30,269.08
1988-08-31,268.07
1988-09-01,264.85
1988-09-02,271.19
1988-09-06,272.37
1988-09-07,272.66
1988-09-08,272.69
1988-09-09,273.78
1988-09-12,273.41
1988-09-13,274.42
1988-09-14,276.36
1988-09-15,275.16
1988-09-16,277.76
1988-09-19,275.89
1988-09-20,276.93
1988-09-21,277.43
1988-09-22,276.42
1988-09-23,277.02
1988-09-26,276.32
1988-09-27,275.70
1988-09-28,276.55
1988-09-29,280.18
1988-09-30,279.49
1988-10-03,279.09
1988-10-04,278.35
1988-10-05,279.62
1988-10-06,280.17
1988-10-07,286.04
1988-10-10,286.21
1988-10-11,285.90
1988-10-12,281.84
1988-10-13,283.12
1988-10-14,283.44
1988-10-17,284.39
1988-10-18,287.46
1988-10-19,284.98
1988-10-20,291.06
1988-10-21,291.87
1988-10-24,290.49
1988-10-25,290.62
1988-10-26,289.66
1988-10-27,285.44
1988-10-28,286.75
1988-10-31,287.27
1988-11-01,287.51
1988-11-02,287.51
1988-11-03,287.71
1988-11-04,284.97
1988-11-07,282.65
1988-11-08,283.97
1988-11-09,282.15
1988-11-10,282.59
1988-11-11,276.63
1988-11-14,276.55
1988-11-15,277.21
1988-11-16,272.60
1988-11-17,273.42
1988-11-18,275.43
1988-11-21,275.19
1988-11-22,276.21
1988-11-23,278.09
1988-11-25,276.36
1988-11-28,277.89
1988-11-29,280.29
1988-11-30,283.18
1988-12-01,281.95
1988-12-02,281.31
1988-12-05,284.60
1988-12-06,287.39
1988-12-07,287.96
1988-12-08,286.35
1988-12-09,286.93
1988-12-12,286.43
1988-12-13,286.24
1988-12-14,285.22
1988-12-15,284.16
1988-12-16,286.26
1988-12-19,288.98
1988-12-20,287.50
1988-12-21,287.41
1988-12-22,286.89
1988-12-23,288.17
1988-12-27,287.10
1988-12-28,287.37
1988-12-29,289.81
1988-12-30,288.12
1989-01-03,285.65
1989-01-04,289.99
1989-01-05,290.61
1989-01-06,291.29
1989-01-09,291.65
1989-01-10,291.03
1989-01-11,292.73
1989-01-12,293.93
1989-01-13,294.72
1989-01-16,295.00
1989-01-17,294.39
1989-01-18,297.48
1989-01-19,297.87
1989-01-20,297.60
1989-01-23,295.44
1989-01-24,299.64
1989-01-25,300.35
1989-01-26,303.02
1989-01-27,305.24
1989-01-30,306.51
1989-01-31,309.21
1989-02-01,308.86
1989-02-02,308.76
1989-02-03,308.91
1989-02-06,308.16
1989-02-07,311.93
1989-02-08,310.92
1989-02-09,308.30
1989-02-10,304.19
1989-02-13,304.88
1989-02-14,304.20
1989-02-15,306.76
1989-02-16,307.36
1989-02-17,309.49
1989-02-21,308.69
1989-02-22,303.42
1989-02-23,304.69
1989-02-24,299.56
1989-02-27,300.38
1989-02-28,301.51
1989-03-01,299.77
1989-03-02,302.77
1989-03-03,304.06
1989-03-06,307.93
1989-03-07,306.98
1989-03-08,307.21
1989-03-09,307.18
1989-03-10,306.10
1989-03-13,308.68
1989-03-14,308.51
1989-03-15,310.13
1989-03-16,313.03
1989-03-17,305.99
1989-03-20,303.10
1989-03-21,304.58
1989-03-22,303.70
1989-03-23,302.12
1989-03-27,303.98
1989-03-28,305.06
1989-03-29,305.86
1989-03-30,306.08
1989-03-31,308.54
1989-04-03,310.21
1989-04-04,309.22
1989-04-05,310.20
1989-04-06,309.21
1989-04-07,311.16
1989-04-10,311.15
1989-04-11,312.60
1989-04-12,313.13
1989-04-13,310.44
1989-04-14,315.64
1989-04-17,316.04
1989-04-18,320.57
1989-04-19,321.76
1989-04-20,320.76
1989-04-21,324.34
1989-04-24,323.44
1989-04-25,321.46
1989-04-26,321.71
1989-04-27,324.49
1989-04-28,324.56
1989-05-01,324.11
1989-05-02,323.14
1989-05-03,323.24
1989-05-04,323.02
1989-05-05,322.95
1989-05-08,321.40
1989-05-09,320.74
1989-05-10,321.40
1989-05-11,322.63
1989-05-12,329.89
1989-05-15,332.46
1989-05-16,331.73
1989-05-17,334.05
1989-05-18,334.60
1989-05-19,338.05
1989-05-22,338.92
1989-05-23,335.07
1989-05-24,335.98
1989-05-25,336.09
1989-05-26,338.74
1989-05-30,336.14
1989-05-31,337.69
1989-06-01,339.25
1989-06-02,343.00
1989-06-05,339.38
1989-06-06,341.80
1989-06-07,344.66
1989-06-08,344.45
1989-06-09,344.51
1989-06-12,344.07
1989-06-13,341.63
1989-06-14,341.56
1989-06-15,337.61
1989-06-16,338.95
1989-06-19,339.57
1989-06-20,338.92
1989-06-21,338.11
1989-06-22,341.11
1989-06-23,346.04
1989-06-26,344.77
1989-06-27,346.72
1989-06-28,343.99
1989-06-29,337.52
1989-06-30,335.78
1989-07-03,337.19
1989-07-05,338.72
1989-07-06,339.73
1989-07-07,343.28
1989-07-10,345.60
1989-07-11,347.41
1989-07-12,348.51
1989-07-13,348.65
1989-07-14,350.69
1989-07-17,351.36
1989-07-18,350.23
1989-07-19,354.86
1989-07-20,352.51
1989-07-21,355.04
1989-07-24,352.75
1989-07-25,353.00
1989-07-26,357.44
1989-07-27,361.67
1989-07-28,361.85
1989-07-31,366.10
1989-08-01,363.77
1989-08-02,364.45
1989-08-03,365.03
1989-08-04,364.21
1989-08-07,370.10
1989-08-08,370.18
1989-08-09,367.69
1989-08-10,369.12
1989-08-11,365.48
1989-08-14,363.83
1989-08-15,365.60
1989-08-16,366.67
1989-08-17,365.41
1989-08-18,367.09
1989-08-21,361.47
1989-08-22,362.07
1989-08-23,365.79
1989-08-24,373.03
1989-08-25,372.02
1989-08-28,373.85
1989-08-29,371.53
1989-08-30,372.40
1989-08-31,373.25
1989-09-01,375.78
1989-09-05,374.58
1989-09-06,371.07
1989-09-07,370.14
1989-09-08,370.58
1989-09-11,369.55
1989-09-12,370.69
1989-09-13,367.25
1989-09-14,364.83
1989-09-15,366.86
1989-09-18,368.65
1989-09-19,368.62
1989-09-20,368.54
1989-09-21,367.78
1989-09-22,369.22
1989-09-25,366.38
1989-09-26,366.50
1989-09-27,367.33
1989-09-28,371.12
1989-09-29,371.74
1989-10-02,373.59
1989-10-03,377.83
1989-10-04,380.26
1989-10-05,380.30
1989-10-06,382.25
1989-10-09,383.34
1989-10-10,382.63
1989-10-11,380.36
1989-10-12,378.65
1989-10-13,355.49
1989-10-16,365.36
1989-10-17,363.58
1989-10-18,364.22
1989-10-19,369.95
1989-10-20,369.99
1989-10-23,367.55
1989-10-24,366.35
1989-10-25,365.12
1989-10-26,360.32
1989-10-27,357.26
1989-10-30,357.33
1989-10-31,363.11
1989-11-01,364.01
1989-11-02,361.31
1989-11-03,360.41
1989-11-06,355.19
1989-11-07,357.69
1989-11-08,361.28
1989-11-09,359.70
1989-11-10,362.50
1989-11-13,363.12
1989-11-14,361.50
1989-11-15,364.25
1989-11-16,364.36
1989-11-17,365.50
1989-11-20,363.13
1989-11-21,363.39
1989-11-22,365.87
1989-11-24,368.12
1989-11-27,370.04
1989-11-28,370.27
1989-11-29,367.95
1989-11-30,370.51
1989-12-01,375.52
1989-12-04,376.52
1989-12-05,374.62
1989-12-06,373.52
1989-12-07,372.52
1989-12-08,373.70
1989-12-11,373.72
1989-12-12,377.15
1989-12-13,378.25
1989-12-14,376.30
1989-12-15,375.38
1989-12-18,368.57
1989-12-19,367.27
1989-12-20,367.69
1989-12-21,369.78
1989-12-22,372.81
1989-12-26,372.23
1989-12-27,374.38
1989-12-28,376.38
1989-12-29,379.41
1990-01-02,386.16
1990-01-03,385.17
1990-01-04,382.02
1990-01-05,378.30
1990-01-08,380.04
1990-01-09,375.56
1990-01-10,373.09
1990-01-11,374.40
1990-01-12,365.22
1990-01-15,362.08
1990-01-16,366.12
1990-01-17,362.54
1990-01-18,363.38
1990-01-19,364.43
1990-01-22,355.04
1990-01-23,356.36
1990-01-24,348.44
1990-01-25,350.52
1990-01-26,350.25
1990-01-29,349.67
1990-01-30,347.38
1990-01-31,353.94
1990-02-01,353.68
1990-02-02,356.03
1990-02-05,357.28
1990-02-06,355.05
1990-02-07,359.53
1990-02-08,358.70
1990-02-09,359.58
1990-02-12,355.89
1990-02-13,357.01
1990-02-14,358.10
1990-02-15,361.23
1990-02-16,358.99
1990-02-20,353.91
1990-02-21,353.57
1990-02-22,351.48
1990-02-23,349.90
1990-02-26,354.88
1990-02-27,356.66
1990-02-28,358.50
1990-03-01,359.46
1990-03-02,362.49
1990-03-05,360.68
1990-03-06,365.24
1990-03-07,364.19
1990-03-08,367.79
1990-03-09,365.42
1990-03-12,366.24
1990-03-13,363.37
1990-03-14,364.32
1990-03-15,365.63
1990-03-16,369.79
1990-03-19,371.56
1990-03-20,369.47
1990-03-21,367.49
1990-03-22,363.11
1990-03-23,364.77
1990-03-26,365.44
1990-03-27,369.64
1990-03-28,370.19
1990-03-29,368.88
1990-03-30,368.00
1990-04-02,366.72
1990-04-03,372.13
1990-04-04,369.53
1990-04-05,369.15
1990-04-06,368.48
1990-04-09,369.89
1990-04-10,370.65
1990-04-11,370.49
1990-04-12,373.14
1990-04-16,373.61
1990-04-17,373.55
1990-04-18,369.28
1990-04-19,366.43
1990-04-20,363.22
1990-04-23,358.85
1990-04-24,358.13
1990-04-25,359.98
1990-04-26,361.00
1990-04-27,356.88
1990-04-30,358.82
1990-05-01,360.48
1990-05-02,362.92
1990-05-03,364.21
1990-05-04,367.46
1990-05-07,369.90
1990-05-08,371.64
1990-05-09,372.64
1990-05-10,373.74
1990-05-11,382.72
1990-05-14,385.89
1990-05-15,385.40
1990-05-16,385.18
1990-05-17,385.71
1990-05-18,385.90
1990-05-21,389.64
1990-05-22,390.33
1990-05-23,391.28
1990-05-24,390.37
1990-05-25,386.38
1990-05-29,393.08
1990-05-30,393.32
1990-05-31,393.80
1990-06-01,395.94
1990-06-04,400.64
1990-06-05,399.86
1990-06-06,398.05
1990-06-07,396.09
1990-06-08,391.26
1990-06-11,394.61
1990-06-12,399.67
1990-06-13,398.21
1990-06-14,396.04
1990-06-15,396.06
1990-06-18,389.50
1990-06-19,391.27
1990-06-20,391.96
